id,parts,grfsm_array_id,id_in_matlab
4380,"-1,-9,2,5,-24,-12,-9",43,4380
4381,"-1,-9,6,-1,-24,-12,-9",43,4381
4382,"-1,13,-7,3,-24,-12,-9",43,4382
4383,"9,-12,3,14,21,-12,1",43,4383
4384,"9,-9,2,5,-24,-12,1",43,4384
4385,"9,-9,6,-1,-24,-12,1",43,4385
4386,"9,13,-7,3,-24,-12,1",43,4386
4387,"-1,1,2,5,-24,13,-9",43,4387
4388,"-1,1,6,-1,-24,13,-9",43,4388
4389,"-1,8,3,14,21,13,-9",43,4389
4390,"-1,12,-7,3,-24,13,-9",43,4390
4391,"9,1,2,5,-24,13,1",43,4391
4392,"9,1,6,-1,-24,13,1",43,4392
4393,"9,8,3,14,21,13,1",43,4393
4394,"9,12,-7,3,-24,13,1",43,4394
4395,"-1,1,8,-1,-23,-11,-9",43,4395
4396,"-1,8,-1,9,-23,-11,-9",43,4396
4397,"9,1,8,-1,-23,-11,1",43,4397
4398,"9,8,-1,9,-23,-11,1",43,4398
4399,"-1,-12,-1,9,-23,-2,-9",43,4399
4400,"-1,-9,8,-1,-23,-2,-9",43,4400
4401,"9,-12,-1,9,-23,-2,1",43,4401
4402,"9,-9,8,-1,-23,-2,1",43,4402
4403,"-1,-9,10,-12,-22,-12,-9",43,4403
4404,"-1,13,-7,2,-22,-12,-9",43,4404
4405,"-1,-12,3,2,16,-12,-9",43,4405
4406,"9,-9,10,-12,-22,-12,1",43,4406
4407,"9,13,-7,2,-22,-12,1",43,4407
4408,"9,-12,3,2,16,-12,1",43,4408
4409,"-1,1,-11,8,-22,-11,-9",43,4409
4410,"-1,1,12,2,-22,-11,-9",43,4410
4411,"-1,8,9,2,16,-11,-9",43,4411
4412,"9,1,-11,8,-22,-11,1",43,4412
4413,"9,1,12,2,-22,-11,1",43,4413
4414,"9,8,9,2,16,-11,1",43,4414
4415,"-1,-9,-11,8,-22,-2,-9",43,4415
4416,"-1,-9,12,2,-22,-2,-9",43,4416
4417,"-1,-12,9,2,16,-2,-9",43,4417
4418,"9,-9,-11,8,-22,-2,1",43,4418
4419,"9,-9,12,2,-22,-2,1",43,4419
4420,"9,-12,9,2,16,-2,1",43,4420
4421,"-1,-12,9,6,16,8,-9",43,4421
4422,"-1,-9,-11,-2,-22,8,-9",43,4422
4423,"-1,-9,2,2,-22,8,-9",43,4423
4424,"-1,-9,6,8,-22,8,-9",43,4424
4425,"-1,-9,12,-10,-22,8,-9",43,4425
4426,"-1,-12,3,11,16,8,-9",43,4426
4427,"-1,13,5,2,-22,8,-9",43,4427
4428,"-1,13,9,10,-22,8,-9",43,4428
4429,"-1,-12,14,2,16,8,-9",43,4429
4430,"9,-12,9,6,16,8,1",43,4430
4431,"9,-9,-11,-2,-22,8,1",43,4431
4432,"9,-9,2,2,-22,8,1",43,4432
4433,"9,-9,6,8,-22,8,1",43,4433
4434,"9,-9,12,-10,-22,8,1",43,4434
4435,"9,-12,3,11,16,8,1",43,4435
4436,"9,13,5,2,-22,8,1",43,4436
4437,"9,13,9,10,-22,8,1",43,4437
4438,"9,-12,14,2,16,8,1",43,4438
4439,"-1,1,-11,-2,-22,12,-9",43,4439
4440,"-1,1,12,-10,-22,12,-9",43,4440
4441,"-1,12,9,10,-22,12,-9",43,4441
4442,"-1,12,5,2,-22,12,-9",43,4442
4443,"9,1,-11,-2,-22,12,1",43,4443
4444,"9,1,12,-10,-22,12,1",43,4444
4445,"9,12,9,10,-22,12,1",43,4445
4446,"9,12,5,2,-22,12,1",43,4446
4447,"-1,1,2,2,-22,12,-9",43,4447
4448,"-1,1,6,8,-22,12,-9",43,4448
4449,"-1,1,10,-12,-22,13,-9",43,4449
4450,"9,1,2,2,-22,12,1",43,4450
4451,"9,1,6,8,-22,12,1",43,4451
4452,"9,1,10,-12,-22,13,1",43,4452
4453,"-1,-12,3,12,-18,-12,-9",43,4453
4454,"9,-12,3,12,-18,-12,1",43,4454
4455,"-1,1,12,8,-18,-11,-9",43,4455
4456,"-1,8,9,12,-18,-11,-9",43,4456
4457,"9,1,12,8,-18,-11,1",43,4457
4458,"9,8,9,12,-18,-11,1",43,4458
4459,"-1,-12,9,12,-18,-2,-9",43,4459
4460,"-1,-9,12,8,-18,-2,-9",43,4460
4461,"9,-12,9,12,-18,-2,1",43,4461
4462,"9,-9,12,8,-18,-2,1",43,4462
4463,"-1,-12,3,13,-18,8,-9",43,4463
4464,"-1,-12,9,-11,-18,8,-9",43,4464
4465,"-1,-12,14,12,-18,8,-9",43,4465
4466,"-1,-9,2,8,-18,8,-9",43,4466
4467,"-1,-9,12,-2,-18,8,-9",43,4467
4468,"9,-12,3,13,-18,8,1",43,4468
4469,"9,-12,9,-11,-18,8,1",43,4469
4470,"9,-12,14,12,-18,8,1",43,4470
4471,"9,-9,2,8,-18,8,1",43,4471
4472,"9,-9,12,-2,-18,8,1",43,4472
4473,"-1,1,12,-2,-18,12,-9",43,4473
4474,"-1,8,9,-11,-18,12,-9",43,4474
4475,"-1,8,14,12,-18,12,-9",43,4475
4476,"9,1,12,-2,-18,12,1",43,4476
4477,"9,8,9,-11,-18,12,1",43,4477
4478,"9,8,14,12,-18,12,1",43,4478
4479,"-1,1,2,8,-18,12,-9",43,4479
4480,"-1,8,3,13,-18,12,-9",43,4480
4481,"9,1,2,8,-18,12,1",43,4481
4482,"9,8,3,13,-18,12,1",43,4482
4483,"-1,-12,3,9,-17,-12,-9",43,4483
4484,"-1,-9,2,-1,-17,-12,-9",43,4484
4485,"9,-12,3,9,-17,-12,1",43,4485
4486,"9,-9,2,-1,-17,-12,1",43,4486
4487,"-1,1,8,-1,-17,-11,-9",43,4487
4488,"-1,8,-1,9,-17,-11,-9",43,4488
4489,"9,1,8,-1,-17,-11,1",43,4489
4490,"9,8,-1,9,-17,-11,1",43,4490
4491,"-1,-12,-1,9,-17,-2,-9",43,4491
4492,"-1,-9,8,-1,-17,-2,-9",43,4492
4493,"9,-12,-1,9,-17,-2,1",43,4493
4494,"9,-9,8,-1,-17,-2,1",43,4494
4495,"-1,1,2,-1,-17,13,-9",43,4495
4496,"-1,8,3,9,-17,13,-9",43,4496
4497,"9,1,2,-1,-17,13,1",43,4497
4498,"9,8,3,9,-17,13,1",43,4498
4499,"-1,11,3,12,16,-12,-9",43,4499
4500,"9,11,3,12,16,-12,1",43,4500
4501,"-1,2,9,12,16,-11,-9",43,4501
4502,"9,2,9,12,16,-11,1",43,4502
4503,"-1,11,9,12,16,-2,-9",43,4503
4504,"9,11,9,12,16,-2,1",43,4504
4505,"-1,11,3,13,16,8,-9",43,4505
4506,"-1,11,9,-11,16,8,-9",43,4506
4507,"-1,11,14,12,16,8,-9",43,4507
4508,"9,11,3,13,16,8,1",43,4508
4509,"9,11,9,-11,16,8,1",43,4509
4510,"9,11,14,12,16,8,1",43,4510
4511,"-1,2,9,-11,16,12,-9",43,4511
4512,"-1,2,14,12,16,12,-9",43,4512
4513,"-1,8,9,6,16,12,-9",43,4513
4514,"-1,8,14,2,16,12,-9",43,4514
4515,"9,2,9,-11,16,12,1",43,4515
4516,"9,2,14,12,16,12,1",43,4516
4517,"9,8,9,6,16,12,1",43,4517
4518,"9,8,14,2,16,12,1",43,4518
4519,"-1,2,3,13,16,12,-9",43,4519
4520,"-1,8,3,11,16,12,-9",43,4520
4521,"9,2,3,13,16,12,1",43,4521
4522,"9,8,3,11,16,12,1",43,4522
4523,"-1,-12,-1,14,17,-12,-9",43,4523
4524,"-1,11,-1,9,17,-12,-9",43,4524
4525,"9,-12,-1,14,17,-12,1",43,4525
4526,"9,11,-1,9,17,-12,1",43,4526
4527,"-1,2,-1,9,17,13,-9",43,4527
4528,"-1,8,-1,14,17,13,-9",43,4528
4529,"-1,12,-1,3,17,13,-9",43,4529
4530,"9,2,-1,9,17,13,1",43,4530
4531,"9,8,-1,14,17,13,1",43,4531
4532,"9,12,-1,3,17,13,1",43,4532
4533,"-1,13,10,-12,19,8,-9",43,4533
4534,"9,13,10,-12,19,8,1",43,4534
4535,"-1,12,10,-12,19,12,-9",43,4535
4536,"9,12,10,-12,19,12,1",43,4536
4537,"-1,-12,-1,9,20,-12,-9",43,4537
4538,"-1,-9,8,-1,20,-12,-9",43,4538
4539,"9,-12,-1,9,20,-12,1",43,4539
4540,"9,-9,8,-1,20,-12,1",43,4540
4541,"-1,1,8,-1,20,13,-9",43,4541
4542,"-1,8,-1,9,20,13,-9",43,4542
4543,"9,1,8,-1,20,13,1",43,4543
4544,"9,8,-1,9,20,13,1",43,4544
4545,"-1,11,3,9,21,-12,-9",43,4545
4546,"9,11,3,9,21,-12,1",43,4546
4547,"-1,8,-1,14,21,-11,-9",43,4547
4548,"9,8,-1,14,21,-11,1",43,4548
4549,"-1,-12,-1,14,21,-2,-9",43,4549
4550,"9,-12,-1,14,21,-2,1",43,4550
4551,"-1,2,3,9,21,13,-9",43,4551
4552,"-1,12,3,3,21,13,-9",43,4552
4553,"9,2,3,9,21,13,1",43,4553
4554,"9,12,3,3,21,13,1",43,4554
4555,"-1,-9,-2,-1,23,-12,-9",43,4555
4556,"-1,-9,8,3,23,-12,-9",43,4556
4557,"-1,-12,-1,3,23,-12,-9",43,4557
4558,"9,-9,-2,-1,23,-12,1",43,4558
4559,"9,-9,8,3,23,-12,1",43,4559
4560,"9,-12,-1,3,23,-12,1",43,4560
4561,"-1,1,-2,-1,23,13,-9",43,4561
4562,"-1,1,8,3,23,13,-9",43,4562
4563,"-1,8,-1,3,23,13,-9",43,4563
4564,"9,1,-2,-1,23,13,1",43,4564
4565,"9,1,8,3,23,13,1",43,4565
4566,"9,8,-1,3,23,13,1",43,4566
4567,"-1,2,-1,9,21,-11,-9",43,4567
4568,"-1,8,9,5,24,-11,-9",43,4568
4569,"-1,12,9,-7,24,-11,-9",43,4569
4570,"9,2,-1,9,21,-11,1",43,4570
4571,"9,8,9,5,24,-11,1",43,4571
4572,"9,12,9,-7,24,-11,1",43,4572
4573,"-1,-12,9,5,24,-2,-9",43,4573
4574,"-1,11,-1,9,21,-2,-9",43,4574
4575,"9,-12,9,5,24,-2,1",43,4575
4576,"9,11,-1,9,21,-2,1",43,4576
4577,"-1,1,-2,-1,-24,-11,-9",43,4577
4578,"-1,1,8,3,-24,-11,-9",43,4578
4579,"-1,1,12,-7,-24,-11,-9",43,4579
4580,"-1,8,-1,3,-24,-11,-9",43,4580
4581,"-1,12,-1,3,21,-11,-9",43,4581
4582,"9,1,-2,-1,-24,-11,1",43,4582
4583,"9,1,8,3,-24,-11,1",43,4583
4584,"9,1,12,-7,-24,-11,1",43,4584
4585,"9,8,-1,3,-24,-11,1",43,4585
4586,"9,12,-1,3,21,-11,1",43,4586
4587,"-1,-9,-2,-1,-24,-2,-9",43,4587
4588,"-1,-9,8,3,-24,-2,-9",43,4588
4589,"-1,-9,12,-7,-24,-2,-9",43,4589
4590,"-1,-12,-1,3,-24,-2,-9",43,4590
4591,"9,-9,-2,-1,-24,-2,1",43,4591
4592,"9,-9,8,3,-24,-2,1",43,4592
4593,"9,-9,12,-7,-24,-2,1",43,4593
4594,"9,-12,-1,3,-24,-2,1",43,4594
4595,"-1,-9,2,11,-12,-12,-9",43,4595
4596,"-1,-9,10,-12,-12,-12,-9",43,4596
4597,"-1,-9,11,9,-12,-12,-9",43,4597
4598,"-1,13,-7,11,-12,-12,-9",43,4598
4599,"-1,13,-7,9,-12,-12,-9",43,4599
4600,"9,-9,2,11,-12,-12,1",43,4600
4601,"9,-9,10,-12,-12,-12,1",43,4601
4602,"9,-9,11,9,-12,-12,1",43,4602
4603,"9,13,-7,11,-12,-12,1",43,4603
4604,"9,13,-7,9,-12,-12,1",43,4604
4605,"-1,1,2,11,-12,13,-9",43,4605
4606,"-1,1,10,-12,-12,13,-9",43,4606
4607,"-1,1,11,9,-12,13,-9",43,4607
4608,"-1,8,3,11,8,13,-9",43,4608
4609,"-1,12,-7,9,-12,13,-9",43,4609
4610,"-1,12,-7,11,-12,13,-9",43,4610
4611,"9,1,2,11,-12,13,1",43,4611
4612,"9,1,10,-12,-12,13,1",43,4612
4613,"9,1,11,9,-12,13,1",43,4613
4614,"9,8,3,11,8,13,1",43,4614
4615,"9,12,-7,9,-12,13,1",43,4615
4616,"9,12,-7,11,-12,13,1",43,4616
4617,"-1,1,12,8,-11,-11,-9",43,4617
4618,"-1,8,9,12,-11,-11,-9",43,4618
4619,"9,1,12,8,-11,-11,1",43,4619
4620,"9,8,9,12,-11,-11,1",43,4620
4621,"-1,-12,9,12,-11,-2,-9",43,4621
4622,"-1,-9,12,8,-11,-2,-9",43,4622
4623,"9,-12,9,12,-11,-2,1",43,4623
4624,"9,-9,12,8,-11,-2,1",43,4624
4625,"-1,13,-7,12,-9,-12,-9",43,4625
4626,"9,13,-7,12,-9,-12,1",43,4626
4627,"-1,1,13,12,-9,-11,-9",43,4627
4628,"-1,12,9,12,-9,-11,-9",43,4628
4629,"9,1,13,12,-9,-11,1",43,4629
4630,"9,12,9,12,-9,-11,1",43,4630
4631,"-1,-9,13,12,-9,-2,-9",43,4631
4632,"-1,13,9,12,-9,-2,-9",43,4632
4633,"9,-9,13,12,-9,-2,1",43,4633
4634,"9,13,9,12,-9,-2,1",43,4634
4635,"-1,-9,11,12,-9,8,-9",43,4635
4636,"-1,-9,13,-11,-9,8,-9",43,4636
4637,"-1,13,5,12,-9,8,-9",43,4637
4638,"-1,13,9,-11,-9,8,-9",43,4638
4639,"9,-9,11,12,-9,8,1",43,4639
4640,"9,-9,13,-11,-9,8,1",43,4640
4641,"9,13,5,12,-9,8,1",43,4641
4642,"9,13,9,-11,-9,8,1",43,4642
4643,"-1,1,13,-11,-9,12,-9",43,4643
4644,"-1,12,9,-11,-9,12,-9",43,4644
4645,"-1,12,5,12,-9,12,-9",43,4645
4646,"9,1,13,-11,-9,12,1",43,4646
4647,"9,12,9,-11,-9,12,1",43,4647
4648,"9,12,5,12,-9,12,1",43,4648
4649,"-1,1,11,12,-9,12,-9",43,4649
4650,"9,1,11,12,-9,12,1",43,4650
4651,"-1,-12,3,13,-2,-12,-9",43,4651
4652,"-1,-9,2,-12,-2,-12,-9",43,4652
4653,"9,-12,3,13,-2,-12,1",43,4653
4654,"9,-9,2,-12,-2,-12,1",43,4654
4655,"-1,1,2,-12,-2,13,-9",43,4655
4656,"-1,8,3,13,-2,13,-9",43,4656
4657,"9,1,2,-12,-2,13,1",43,4657
4658,"9,8,3,13,-2,13,1",43,4658
4659,"-1,11,3,13,8,-12,-9",43,4659
4660,"-1,-12,3,11,8,-12,-9",43,4660
4661,"9,11,3,13,8,-12,1",43,4661
4662,"9,-12,3,11,8,-12,1",43,4662
4663,"-1,2,3,13,8,13,-9",43,4663
4664,"9,2,3,13,8,13,1",43,4664
4665,"-1,-9,-12,9,11,-12,-9",43,4665
4666,"-1,13,-1,9,11,-12,-9",43,4666
4667,"9,-9,-12,9,11,-12,1",43,4667
4668,"9,13,-1,9,11,-12,1",43,4668
4669,"-1,1,-12,9,11,13,-9",43,4669
4670,"-1,12,-1,9,11,13,-9",43,4670
4671,"9,1,-12,9,11,13,1",43,4671
4672,"9,12,-1,9,11,13,1",43,4672
4673,"-1,2,9,12,12,-11,-9",43,4673
4674,"9,2,9,12,12,-11,1",43,4674
4675,"-1,11,9,12,12,-2,-9",43,4675
4676,"9,11,9,12,12,-2,1",43,4676
4677,"-1,1,-11,8,13,-11,-9",43,4677
4678,"-1,1,12,2,13,-11,-9",43,4678
4679,"-1,1,-12,9,-12,-11,-9",43,4679
4680,"-1,8,9,2,12,-11,-9",43,4680
4681,"-1,12,-1,9,-12,-11,-9",43,4681
4682,"9,1,-11,8,13,-11,1",43,4682
4683,"9,1,12,2,13,-11,1",43,4683
4684,"9,1,-12,9,-12,-11,1",43,4684
4685,"9,8,9,2,12,-11,1",43,4685
4686,"9,12,-1,9,-12,-11,1",43,4686
4687,"-1,-9,-11,8,13,-2,-9",43,4687
4688,"-1,-9,12,2,13,-2,-9",43,4688
4689,"-1,-9,-12,9,-12,-2,-9",43,4689
4690,"-1,-12,9,2,12,-2,-9",43,4690
4691,"-1,13,-1,9,-12,-2,-9",43,4691
4692,"9,-9,-11,8,13,-2,1",43,4692
4693,"9,-9,12,2,13,-2,1",43,4693
4694,"9,-9,-12,9,-12,-2,1",43,4694
4695,"9,-12,9,2,12,-2,1",43,4695
4696,"9,13,-1,9,-12,-2,1",43,4696
4697,"-1,-9,2,-24,5,-12,-9",43,4697
4698,"9,-9,2,-24,5,-12,1",43,4698
4699,"-1,-9,10,-24,-9,-12,-9",43,4699
4700,"9,-9,10,-24,-9,-12,1",43,4700
4701,"-1,1,10,-24,-9,13,-9",43,4701
4702,"9,1,10,-24,-9,13,1",43,4702
4703,"-1,13,10,-24,15,8,-9",43,4703
4704,"9,13,10,-24,15,8,1",43,4704
4705,"-1,12,10,-24,15,12,-9",43,4705
4706,"9,12,10,-24,15,12,1",43,4706
4707,"-1,-12,9,-23,-3,8,-9",43,4707
4708,"-1,-9,12,-23,-3,8,-9",43,4708
4709,"9,-12,9,-23,-3,8,1",43,4709
4710,"9,-9,12,-23,-3,8,1",43,4710
4711,"-1,1,12,-23,-3,12,-9",43,4711
4712,"-1,8,9,-23,-3,12,-9",43,4712
4713,"9,1,12,-23,-3,12,1",43,4713
4714,"9,8,9,-23,-3,12,1",43,4714
4715,"-1,11,9,-23,1,8,-9",43,4715
4716,"9,11,9,-23,1,8,1",43,4716
4717,"-1,2,9,-23,1,12,-9",43,4717
4718,"9,2,9,-23,1,12,1",43,4718
4719,"-1,-9,12,-17,-14,8,-9",43,4719
4720,"9,-9,12,-17,-14,8,1",43,4720
4721,"-1,1,12,-17,-14,12,-9",43,4721
4722,"9,1,12,-17,-14,12,1",43,4722
4723,"-1,-9,-11,-17,-9,8,-9",43,4723
4724,"9,-9,-11,-17,-9,8,1",43,4724
4725,"-1,1,-11,-17,-9,12,-9",43,4725
4726,"9,1,-11,-17,-9,12,1",43,4726
4727,"-1,-9,6,-16,-12,-12,-9",43,4727
4728,"9,-9,6,-16,-12,-12,1",43,4728
4729,"-1,1,6,-16,-12,13,-9",43,4729
4730,"9,1,6,-16,-12,13,1",43,4730
4731,"-1,-9,8,-16,6,-12,-9",43,4731
4732,"9,-9,8,-16,6,-12,1",43,4732
4733,"-1,1,8,-16,6,13,-9",43,4733
4734,"9,1,8,-16,6,13,1",43,4734
4735,"-1,-9,-2,-16,11,-12,-9",43,4735
4736,"9,-9,-2,-16,11,-12,1",43,4736
4737,"-1,1,-2,-16,11,13,-9",43,4737
4738,"9,1,-2,-16,11,13,1",43,4738
4739,"-1,1,-2,-16,-12,-11,-9",43,4739
4740,"9,1,-2,-16,-12,-11,1",43,4740
4741,"-1,-9,-2,-16,-12,-2,-9",43,4741
4742,"9,-9,-2,-16,-12,-2,1",43,4742
4743,"-1,13,-7,17,-9,-12,-9",43,4743
4744,"9,13,-7,17,-9,-12,1",43,4744
4745,"-1,1,12,17,-9,-11,-9",43,4745
4746,"-1,8,9,17,1,-11,-9",43,4746
4747,"9,1,12,17,-9,-11,1",43,4747
4748,"9,8,9,17,1,-11,1",43,4748
4749,"-1,-9,12,17,-9,-2,-9",43,4749
4750,"9,-9,12,17,-9,-2,1",43,4750
4751,"-1,-9,2,17,-9,8,-9",43,4751
4752,"-1,13,5,17,-9,8,-9",43,4752
4753,"9,-9,2,17,-9,8,1",43,4753
4754,"9,13,5,17,-9,8,1",43,4754
4755,"-1,8,14,17,1,12,-9",43,4755
4756,"9,8,14,17,1,12,1",43,4756
4757,"-1,1,2,17,-9,12,-9",43,4757
4758,"-1,12,5,17,-9,12,-9",43,4758
4759,"9,1,2,17,-9,12,1",43,4759
4760,"9,12,5,17,-9,12,1",43,4760
4761,"-1,-12,3,17,1,-12,-9",43,4761
4762,"9,-12,3,17,1,-12,1",43,4762
4763,"-1,-12,9,17,1,-2,-9",43,4763
4764,"9,-12,9,17,1,-2,1",43,4764
4765,"-1,-12,14,17,1,8,-9",43,4765
4766,"9,-12,14,17,1,8,1",43,4766
4767,"-1,-9,2,18,-12,-12,-9",43,4767
4768,"-1,13,-7,18,-12,-12,-9",43,4768
4769,"9,-9,2,18,-12,-12,1",43,4769
4770,"9,13,-7,18,-12,-12,1",43,4770
4771,"-1,1,2,18,-12,13,-9",43,4771
4772,"-1,8,3,18,8,13,-9",43,4772
4773,"-1,12,-7,18,-12,13,-9",43,4773
4774,"9,1,2,18,-12,13,1",43,4774
4775,"9,8,3,18,8,13,1",43,4775
4776,"9,12,-7,18,-12,13,1",43,4776
4777,"-1,-12,3,18,8,-12,-9",43,4777
4778,"9,-12,3,18,8,-12,1",43,4778
4779,"-1,-9,8,18,11,-12,-9",43,4779
4780,"-1,-12,-1,18,2,-12,-9",43,4780
4781,"9,-9,8,18,11,-12,1",43,4781
4782,"9,-12,-1,18,2,-12,1",43,4782
4783,"-1,1,8,18,11,13,-9",43,4783
4784,"-1,8,-1,18,2,13,-9",43,4784
4785,"9,1,8,18,11,13,1",43,4785
4786,"-1,-12,3,12,-12,-12,-9",44,4786
4787,"-1,-9,2,12,-12,-12,-9",44,4787
4788,"9,-12,3,12,-12,-12,1",44,4788
4789,"9,-9,2,12,-12,-12,1",44,4789
4790,"-1,1,12,12,-12,-11,-9",44,4790
4791,"-1,8,9,12,-12,-11,-9",44,4791
4792,"9,1,12,12,-12,-11,1",44,4792
4793,"9,8,9,12,-12,-11,1",44,4793
4794,"-1,-12,9,12,-12,-2,-9",44,4794
4795,"-1,-9,12,12,-12,-2,-9",44,4795
4796,"9,-12,9,12,-12,-2,1",44,4796
4797,"9,-9,12,12,-12,-2,1",44,4797
4798,"-1,1,2,12,-12,13,-9",44,4798
4799,"-1,8,3,12,-12,13,-9",44,4799
4800,"9,1,2,12,-12,13,1",44,4800
4801,"9,8,3,12,-12,13,1",44,4801
4802,"-1,-12,9,13,-9,8,-9",44,4802
4803,"-1,-9,12,13,-9,8,-9",44,4803
4804,"9,-12,9,13,-9,8,1",44,4804
4805,"9,-9,12,13,-9,8,1",44,4805
4806,"-1,1,12,13,-9,12,-9",44,4806
4807,"-1,8,9,13,-9,12,-9",44,4807
4808,"9,1,12,13,-9,12,1",44,4808
4809,"9,8,9,13,-9,12,1",44,4809
4810,"-1,-12,-1,9,13,-12,-9",44,4810
4811,"-1,-9,8,9,13,-12,-9",44,4811
4812,"9,-12,-1,9,13,-12,1",44,4812
4813,"9,-9,8,9,13,-12,1",44,4813
4814,"-1,1,8,9,13,13,-9",44,4814
4815,"-1,8,-1,9,13,13,-9",44,4815
4816,"9,1,8,9,13,13,1",44,4816
4817,"9,8,-1,9,13,13,1",44,4817
4818,"-1,-12,14,12,-22,8,-9",45,4818
4819,"-1,-9,2,12,-22,8,-9",45,4819
4820,"-1,-9,12,-11,-22,8,-9",45,4820
4821,"9,-12,3,13,-22,8,1",45,4821
4822,"9,-12,9,-11,-22,8,1",45,4822
4823,"9,-12,14,12,-22,8,1",45,4823
4824,"9,-9,2,12,-22,8,1",45,4824
4825,"9,-9,12,-11,-22,8,1",45,4825
4826,"-1,1,12,-11,-22,12,-9",45,4826
4827,"-1,8,9,-11,-22,12,-9",45,4827
4828,"-1,8,14,12,-22,12,-9",45,4828
4829,"9,1,12,-11,-22,12,1",45,4829
4830,"9,8,9,-11,-22,12,1",45,4830
4831,"9,8,14,12,-22,12,1",45,4831
4832,"-1,1,2,12,-22,12,-9",45,4832
4833,"-1,8,3,13,-22,12,-9",45,4833
4834,"9,1,2,12,-22,12,1",45,4834
4835,"9,8,3,13,-22,12,1",45,4835
4836,"-1,-12,-1,9,23,-12,-9",45,4836
4837,"-1,-9,8,9,23,-12,-9",45,4837
4838,"9,-12,-1,9,23,-12,1",45,4838
4839,"9,-9,8,9,23,-12,1",45,4839
4840,"-1,1,8,9,23,13,-9",45,4840
4841,"-1,8,-1,9,23,13,-9",45,4841
4842,"9,1,8,9,23,13,1",45,4842
4843,"9,8,-1,9,23,13,1",45,4843
4844,"-1,1,8,9,-24,-11,-9",45,4844
4845,"-1,8,-1,9,-24,-11,-9",45,4845
4846,"9,1,8,9,-24,-11,1",45,4846
4847,"9,8,-1,9,-24,-11,1",45,4847
4848,"-1,-12,-1,9,-24,-2,-9",45,4848
4849,"-1,-9,8,9,-24,-2,-9",45,4849
4850,"9,-12,-1,9,-24,-2,1",45,4850
4851,"9,-9,8,9,-24,-2,1",45,4851
4852,"-1,-12,3,13,-12,-12,-9",45,4852
4853,"-1,-9,2,13,-12,-12,-9",45,4853
4854,"9,-12,3,13,-12,-12,1",45,4854
4855,"9,-9,2,13,-12,-12,1",45,4855
4856,"-1,1,2,13,-12,13,-9",45,4856
4857,"-1,8,3,13,-12,13,-9",45,4857
4858,"9,1,2,13,-12,13,1",45,4858
4859,"9,8,3,13,-12,13,1",45,4859
4860,"-1,1,12,12,13,-11,-9",45,4860
4861,"-1,8,9,12,13,-11,-9",45,4861
4862,"9,1,12,12,13,-11,1",45,4862
4863,"9,8,9,12,13,-11,1",45,4863
4864,"-1,-12,9,12,13,-2,-9",45,4864
4865,"-1,-9,12,12,13,-2,-9",45,4865
4866,"9,-12,9,12,13,-2,1",45,4866
4867,"9,-9,12,12,13,-2,1",45,4867
4868,"-1,-12,9,-23,-9,8,-9",45,4868
4869,"-1,-9,12,-23,-9,8,-9",45,4869
4870,"9,-12,9,-23,-9,8,1",45,4870
4871,"9,-9,12,-23,-9,8,1",45,4871
4872,"-1,1,12,-23,-9,12,-9",45,4872
4873,"-1,8,9,-23,-9,12,-9",45,4873
4874,"9,1,12,-23,-9,12,1",45,4874
4875,"9,8,9,-23,-9,12,1",45,4875
4876,"-1,-12,3,22,-12,-12,-9",45,4876
4877,"-1,-9,2,22,-12,-12,-9",45,4877
4878,"9,-12,3,22,-12,-12,1",45,4878
4879,"9,-9,2,22,-12,-12,1",45,4879
4880,"-1,1,2,22,-12,13,-9",45,4880
4881,"-1,8,3,22,-12,13,-9",45,4881
4882,"9,1,2,22,-12,13,1",45,4882
4883,"9,8,3,22,-12,13,1",45,4883
4884,"-1,-12,-1,22,11,-12,-9",45,4884
4885,"-1,-9,8,22,11,-12,-9",45,4885
4886,"9,-12,-1,22,11,-12,1",45,4886
4887,"9,-9,8,22,11,-12,1",45,4887
4888,"-1,1,8,22,11,13,-9",45,4888
4889,"-1,8,-1,22,11,13,-9",45,4889
4890,"9,1,8,22,11,13,1",45,4890
4891,"9,8,-1,22,11,13,1",45,4891
4892,"-1,1,8,22,-12,-11,-9",45,4892
4893,"-1,8,-1,22,-12,-11,-9",45,4893
4894,"9,1,8,22,-12,-11,1",45,4894
4895,"9,8,-1,22,-12,-11,1",45,4895
4896,"-1,-12,-1,22,-12,-2,-9",45,4896
4897,"-1,-9,8,22,-12,-2,-9",45,4897
4898,"9,-12,-1,22,-12,-2,1",45,4898
4899,"9,-9,8,22,-12,-2,1",45,4899
4900,"-1,1,12,24,-9,-11,-9",45,4900
4901,"-1,8,9,24,-9,-11,-9",45,4901
4902,"9,1,12,24,-9,-11,1",45,4902
4903,"9,8,9,24,-9,-11,1",45,4903
4904,"-1,-12,9,24,-9,-2,-9",45,4904
4905,"-1,-9,12,24,-9,-2,-9",45,4905
4906,"9,-12,9,24,-9,-2,1",45,4906
4907,"9,-9,12,24,-9,-2,1",45,4907
4908,"-1,-12,14,24,-9,8,-9",45,4908
4909,"9,-12,14,24,-9,8,1",45,4909
4910,"-1,8,14,24,-9,12,-9",45,4910
4911,"9,8,14,24,-9,12,1",45,4911
4912,"-1,-12,3,24,-9,-12,-9",45,4912
4913,"9,-12,3,24,-9,-12,1",45,4913
4914,"-1,-9,2,24,-9,8,-9",45,4914
4915,"9,-9,2,24,-9,8,1",45,4915
