id,parts,grfsm_array_id,id_in_matlab
93380,"-1,1,6,-12,13,-7,-9",585,93380
93381,"-1,1,-9,-11,-12,3,-9",585,93381
93382,"-1,8,3,11,12,-7,-9",585,93382
93383,"-1,12,-15,-11,-12,3,-9",585,93383
93384,"-1,-9,-10,13,13,4,-9",585,93384
93385,"-1,-9,2,11,13,4,-9",585,93385
93386,"-1,-9,6,-12,13,4,-9",585,93386
93387,"-1,-9,11,-11,-12,4,-9",585,93387
93388,"-1,13,-7,11,13,4,-9",585,93388
93389,"-1,13,-7,-11,-12,4,-9",585,93389
93390,"-1,-12,3,11,12,4,-9",585,93390
93391,"-1,1,1,11,13,6,-9",585,93391
93392,"-1,1,7,-12,13,6,-9",585,93392
93393,"-1,12,4,11,12,6,-9",585,93393
93394,"-1,-10,-9,8,13,7,-9",585,93394
93395,"-1,-9,-9,2,13,7,-9",585,93395
93396,"-1,11,-3,8,13,7,-9",585,93396
93397,"5,-12,-7,6,13,8,-9",585,93397
93398,"5,-9,-10,-2,13,8,-9",585,93398
93399,"5,-9,-7,11,13,8,-9",585,93399
93400,"14,-12,-7,6,13,8,1",585,93400
93401,"14,-9,-10,-2,13,8,1",585,93401
93402,"14,-9,-7,11,13,8,1",585,93402
93403,"9,-3,-10,-2,13,8,1",585,93403
93404,"9,-3,-7,11,13,8,1",585,93404
93405,"9,-2,-7,6,13,8,1",585,93405
93406,"-1,1,-10,13,13,9,-14",585,93406
93407,"-1,1,2,11,13,9,-14",585,93407
93408,"-1,1,6,-12,13,9,-14",585,93408
93409,"-1,1,-9,-11,-12,9,-14",585,93409
93410,"-1,12,-7,11,13,9,-14",585,93410
93411,"-1,12,-15,-11,-12,9,-14",585,93411
93412,"-1,8,3,11,12,9,-14",585,93412
93413,"9,-7,-10,-12,13,9,1",585,93413
93414,"9,4,-10,13,13,9,1",585,93414
93415,"9,4,2,11,13,9,1",585,93415
93416,"9,-15,6,-12,13,9,1",585,93416
93417,"9,4,-9,-11,-12,9,1",585,93417
93418,"9,9,-7,11,13,9,1",585,93418
93419,"9,9,-15,-11,-12,9,1",585,93419
93420,"9,-1,3,11,12,9,1",585,93420
93421,"9,1,-10,13,13,9,5",585,93421
93422,"9,1,2,11,13,9,5",585,93422
93423,"9,1,6,-12,13,9,5",585,93423
93424,"9,1,-9,-11,-12,9,5",585,93424
93425,"9,12,-7,11,13,9,5",585,93425
93426,"9,12,-15,-11,-12,9,5",585,93426
93427,"9,8,3,11,12,9,5",585,93427
93428,"-1,-7,-9,8,13,10,-9",585,93428
93429,"-1,1,-9,2,13,10,-9",585,93429
93430,"-1,2,-3,8,13,10,-9",585,93430
93431,"-1,1,-10,-2,13,12,-14",585,93431
93432,"-1,1,-7,11,13,12,-14",585,93432
93433,"-1,8,-7,6,13,12,-14",585,93433
93434,"9,-1,-7,6,13,12,1",585,93434
93435,"9,4,-10,-2,13,12,1",585,93435
93436,"9,4,-7,11,13,12,1",585,93436
93437,"9,1,-10,-2,13,12,5",585,93437
93438,"9,1,-7,11,13,12,5",585,93438
93439,"9,8,-7,6,13,12,5",585,93439
93440,"9,15,-7,-24,-11,9,1",585,93440
93441,"9,14,-7,-24,-1,9,1",585,93441
93442,"9,15,1,-24,10,-11,1",585,93442
93443,"5,13,7,-24,14,-1,-9",585,93443
93444,"14,13,7,-24,14,-1,1",585,93444
93445,"9,-11,7,-24,14,-1,1",585,93445
93446,"-1,12,7,-24,14,3,-9",585,93446
93447,"-1,13,7,-24,14,4,-9",585,93447
93448,"-1,12,7,-24,14,9,-14",585,93448
93449,"9,9,7,-24,14,9,1",585,93449
93450,"9,12,7,-24,14,9,5",585,93450
93451,"-1,1,7,-24,11,-11,-14",585,93451
93452,"9,-15,7,-24,11,-11,1",585,93452
93453,"9,1,7,-24,11,-11,5",585,93453
93454,"-1,-9,7,-24,11,-3,-9",585,93454
93455,"5,-9,7,-24,11,-2,-9",585,93455
93456,"14,-9,7,-24,11,-2,1",585,93456
93457,"9,-14,7,-24,11,-2,1",585,93457
93458,"-1,1,7,-24,11,6,-9",585,93458
93459,"-1,1,2,-23,-11,-7,-9",585,93459
93460,"-1,8,3,-23,-11,-7,-9",585,93460
93461,"9,-3,-9,-23,-11,-1,1",585,93461
93462,"9,7,-9,-23,-2,-1,1",585,93462
93463,"-1,-12,-7,-23,-2,4,-9",585,93463
93464,"-1,-9,2,-23,-2,4,-9",585,93464
93465,"-1,-12,4,-23,-2,-15,-9",585,93465
93466,"-1,-9,1,-23,-2,-15,-9",585,93466
93467,"5,-12,-15,-23,-2,-1,-9",585,93467
93468,"5,-9,1,-23,-2,-1,-9",585,93468
93469,"14,-12,-15,-23,-2,-1,1",585,93469
93470,"14,-9,1,-23,-2,-1,1",585,93470
93471,"9,-3,1,-23,-2,-1,1",585,93471
93472,"9,-2,-15,-23,-2,-1,1",585,93472
93473,"-1,1,1,-23,-2,3,-9",585,93473
93474,"-1,8,-15,-23,-2,3,-9",585,93474
93475,"-1,1,1,-23,-2,9,-14",585,93475
93476,"-1,8,-15,-23,-2,9,-14",585,93476
93477,"9,-1,-15,-23,-2,9,1",585,93477
93478,"9,4,1,-23,-2,9,1",585,93478
93479,"9,1,1,-23,-2,9,5",585,93479
93480,"9,8,-15,-23,-2,9,5",585,93480
93481,"5,-12,-7,-23,7,-12,-9",585,93481
93482,"14,-12,-7,-23,7,-12,1",585,93482
93483,"9,-2,-7,-23,7,-12,1",585,93483
93484,"-1,-12,-7,-23,7,-9,-9",585,93484
93485,"9,-2,4,12,13,-2,1",586,93485
93486,"5,-12,-1,-11,-12,-1,-9",586,93486
93487,"5,-9,8,-11,-12,-1,-9",586,93487
93488,"14,-12,-1,-11,-12,-1,1",586,93488
93489,"14,-9,8,-11,-12,-1,1",586,93489
93490,"9,-3,8,-11,-12,-1,1",586,93490
93491,"9,-2,-1,-11,-12,-1,1",586,93491
93492,"-1,-12,4,-11,13,1,-9",586,93492
93493,"-1,-9,1,-11,13,1,-9",586,93493
93494,"-1,1,1,-11,13,2,-9",586,93494
93495,"-1,8,4,-11,13,2,-9",586,93495
93496,"-1,1,8,-11,-12,3,-9",586,93496
93497,"-1,8,-1,-11,-12,3,-9",586,93497
93498,"-1,-12,9,-11,-12,4,-9",586,93498
93499,"-1,-9,12,-11,-12,4,-9",586,93499
93500,"-1,1,1,12,13,6,-9",586,93500
93501,"-1,8,4,12,13,6,-9",586,93501
93502,"5,-12,4,-11,13,8,-9",586,93502
93503,"5,-9,1,-11,13,8,-9",586,93503
93504,"14,-12,4,-11,13,8,1",586,93504
93505,"14,-9,1,-11,13,8,1",586,93505
93506,"9,-3,1,-11,13,8,1",586,93506
93507,"9,-2,4,-11,13,8,1",586,93507
93508,"-1,1,8,-11,-12,9,-14",586,93508
93509,"-1,8,-1,-11,-12,9,-14",586,93509
93510,"9,-1,-1,-11,-12,9,1",586,93510
93511,"9,4,8,-11,-12,9,1",586,93511
93512,"9,1,8,-11,-12,9,5",586,93512
93513,"9,8,-1,-11,-12,9,5",586,93513
93514,"-1,1,1,-11,13,12,-14",586,93514
93515,"-1,8,4,-11,13,12,-14",586,93515
93516,"9,-1,4,-11,13,12,1",586,93516
93517,"9,4,1,-11,13,12,1",586,93517
93518,"9,1,1,-11,13,12,5",586,93518
93519,"9,8,4,-11,13,12,5",586,93519
93520,"5,-12,-7,9,-12,-12,-9",586,93520
93521,"14,-12,-7,9,-12,-12,1",586,93521
93522,"9,-2,-7,9,-12,-12,1",586,93522
93523,"-1,-12,-7,9,-12,-9,-9",586,93523
93524,"-1,-12,-1,-11,-12,-15,-9",586,93524
93525,"-1,-9,8,-11,-12,-15,-9",586,93525
93526,"5,-12,3,13,-12,-1,-9",586,93526
93527,"5,-9,2,13,-12,-1,-9",586,93527
93528,"14,-12,3,13,-12,-1,1",586,93528
93529,"14,-9,2,13,-12,-1,1",586,93529
93530,"9,-3,2,13,-12,-1,1",586,93530
93531,"9,-2,3,13,-12,-1,1",586,93531
93532,"-1,1,2,13,-12,3,-9",586,93532
93533,"-1,8,3,13,-12,3,-9",586,93533
93534,"-1,-12,3,13,-12,4,-9",586,93534
93535,"-1,-9,2,13,-12,4,-9",586,93535
93536,"-1,1,2,13,-12,9,-14",586,93536
93537,"-1,8,3,13,-12,9,-14",586,93537
93538,"9,-1,3,13,-12,9,1",586,93538
93539,"9,4,2,13,-12,9,1",586,93539
93540,"9,1,2,13,-12,9,5",586,93540
93541,"9,8,3,13,-12,9,5",586,93541
93542,"-1,8,-7,9,-12,11,-9",586,93542
93543,"-1,8,-7,9,-12,13,-14",586,93543
93544,"9,-1,-7,9,-12,13,1",586,93544
93545,"9,8,-7,9,-12,13,5",586,93545
93546,"5,-12,4,12,11,-12,-9",586,93546
93547,"14,-12,4,12,11,-12,1",586,93547
93548,"9,-2,4,12,11,-12,1",586,93548
93549,"-1,-12,4,12,11,-9,-9",586,93549
93550,"5,-12,-1,13,11,-1,-9",586,93550
93551,"5,-9,8,13,11,-1,-9",586,93551
93552,"14,-12,-1,13,11,-1,1",586,93552
93553,"14,-9,8,13,11,-1,1",586,93553
93554,"9,-3,8,13,11,-1,1",586,93554
93555,"9,-2,-1,13,11,-1,1",586,93555
93556,"-1,-12,4,13,11,1,-9",586,93556
93557,"-1,-12,15,12,11,1,-9",586,93557
93558,"-1,-9,1,12,11,1,-9",586,93558
93559,"-1,8,15,12,11,2,-9",586,93559
93560,"-1,1,8,13,11,3,-9",586,93560
93561,"-1,8,-1,13,11,3,-9",586,93561
93562,"-1,-12,-1,13,11,4,-9",586,93562
93563,"-1,-9,8,13,11,4,-9",586,93563
93564,"5,-12,4,13,11,8,-9",586,93564
93565,"5,-12,15,12,11,8,-9",586,93565
93566,"5,-9,1,12,11,8,-9",586,93566
93567,"14,-12,4,13,11,8,1",586,93567
93568,"14,-12,15,12,11,8,1",586,93568
93569,"14,-9,1,12,11,8,1",586,93569
93570,"9,-3,1,12,11,8,1",586,93570
93571,"9,-2,4,13,11,8,1",586,93571
93572,"9,-2,15,12,11,8,1",586,93572
93573,"-1,1,8,13,11,9,-14",586,93573
93574,"-1,8,-1,13,11,9,-14",586,93574
93575,"9,-1,-1,13,11,9,1",586,93575
93576,"9,4,8,13,11,9,1",586,93576
93577,"9,1,8,13,11,9,5",586,93577
93578,"9,8,-1,13,11,9,5",586,93578
93579,"-1,1,1,12,11,2,-9",586,93579
93580,"-1,8,4,13,11,2,-9",586,93580
93581,"-1,8,15,12,11,12,-14",586,93581
93582,"9,-1,15,12,11,12,1",586,93582
93583,"9,8,15,12,11,12,5",586,93583
93584,"-1,1,1,12,11,12,-14",586,93584
93585,"-1,8,4,13,11,12,-14",586,93585
93586,"9,-1,4,13,11,12,1",586,93586
93587,"9,4,1,12,11,12,1",586,93587
93588,"9,1,1,12,11,12,5",586,93588
93589,"9,8,4,13,11,12,5",586,93589
93590,"-1,1,1,12,13,-11,-14",586,93590
93591,"-1,8,4,12,13,-11,-14",586,93591
93592,"9,-1,4,12,13,-11,1",586,93592
93593,"9,4,1,12,13,-11,1",586,93593
93594,"9,1,1,12,13,-11,5",586,93594
93595,"9,8,4,12,13,-11,5",586,93595
93596,"-1,1,12,-11,13,-7,-9",586,93596
93597,"-1,8,9,-11,13,-7,-9",586,93597
93598,"-1,-12,4,12,13,-3,-9",586,93598
93599,"-1,-9,1,12,13,-3,-9",586,93599
93600,"5,-12,4,12,13,-2,-9",586,93600
93601,"5,-9,1,12,13,-2,-9",586,93601
93602,"14,-12,4,12,13,-2,1",586,93602
93603,"14,-9,1,12,13,-2,1",586,93603
93604,"9,-3,1,12,13,-2,1",586,93604
93605,"9,2,5,-12,21,9,5",587,93605
93606,"5,13,5,-2,21,-1,-9",587,93606
93607,"5,13,9,5,24,-1,-9",587,93607
93608,"5,13,-1,10,21,-1,-9",587,93608
93609,"14,13,5,-2,21,-1,1",587,93609
93610,"14,13,9,5,24,-1,1",587,93610
93611,"14,13,-1,10,21,-1,1",587,93611
93612,"9,-11,5,-2,21,-1,1",587,93612
93613,"9,-11,9,5,24,-1,1",587,93613
93614,"9,-11,-1,10,21,-1,1",587,93614
93615,"-1,12,5,-2,21,3,-9",587,93615
93616,"-1,12,9,5,24,-7,-9",587,93616
93617,"-1,12,10,-2,24,-7,-9",587,93617
93618,"-1,13,-1,10,24,4,-9",587,93618
93619,"-1,13,9,5,24,4,-9",587,93619
93620,"-1,13,9,10,21,4,-9",587,93620
93621,"-1,13,5,-2,21,4,-9",587,93621
93622,"-1,12,5,-2,21,9,-14",587,93622
93623,"-1,12,9,5,24,9,-14",587,93623
93624,"-1,12,-1,10,21,9,-14",587,93624
93625,"9,9,5,-2,21,9,1",587,93625
93626,"9,9,9,5,24,9,1",587,93626
93627,"9,9,-1,10,21,9,1",587,93627
93628,"9,12,5,-2,21,9,5",587,93628
93629,"9,12,9,5,24,9,5",587,93629
93630,"9,12,-1,10,21,9,5",587,93630
93631,"5,-12,5,-9,25,-1,-9",587,93631
93632,"5,-9,5,-12,25,-1,-9",587,93632
93633,"14,-12,5,-9,25,-1,1",587,93633
93634,"14,-9,5,-12,25,-1,1",587,93634
93635,"9,-3,5,-12,25,-1,1",587,93635
93636,"9,-2,5,-9,25,-1,1",587,93636
93637,"-1,1,5,-12,25,3,-9",587,93637
93638,"-1,8,5,-9,25,3,-9",587,93638
93639,"-1,-12,5,-9,25,4,-9",587,93639
93640,"-1,-9,5,-12,25,4,-9",587,93640
93641,"-1,1,5,-12,25,9,-14",587,93641
93642,"-1,8,5,-9,25,9,-14",587,93642
93643,"9,-1,5,-9,25,9,1",587,93643
93644,"9,4,5,-12,25,9,1",587,93644
93645,"9,1,5,-12,25,9,5",587,93645
93646,"9,8,5,-9,25,9,5",587,93646
93647,"5,-12,-7,11,-12,-12,-9",587,93647
93648,"5,-9,5,-12,-12,-12,-9",587,93648
93649,"14,-12,-7,11,-12,-12,1",587,93649
93650,"14,-9,5,-12,-12,-12,1",587,93650
93651,"9,-3,5,-12,-12,-12,1",587,93651
93652,"9,-2,-7,11,-12,-12,1",587,93652
93653,"-1,-12,-7,11,-12,-9,-9",587,93653
93654,"-1,-9,5,-12,-12,-9,-9",587,93654
93655,"-1,1,5,-12,-12,11,-9",587,93655
93656,"-1,8,-7,11,-12,11,-9",587,93656
93657,"-1,1,5,-12,-12,13,-14",587,93657
93658,"-1,8,-7,11,-12,13,-14",587,93658
93659,"9,-1,-7,11,-12,13,1",587,93659
93660,"9,4,5,-12,-12,13,1",587,93660
93661,"9,1,5,-12,-12,13,5",587,93661
93662,"9,8,-7,11,-12,13,5",587,93662
93663,"5,-12,-7,13,-2,-12,-9",587,93663
93664,"14,-12,-7,13,-2,-12,1",587,93664
93665,"9,-2,-7,13,-2,-12,1",587,93665
93666,"-1,-12,-7,13,-2,-9,-9",587,93666
93667,"-1,8,-7,13,-2,11,-9",587,93667
93668,"-1,8,-7,13,-2,13,-14",587,93668
93669,"9,-1,-7,13,-2,13,1",587,93669
93670,"9,8,-7,13,-2,13,5",587,93670
93671,"5,13,10,-12,12,-1,-9",587,93671
93672,"14,13,10,-12,12,-1,1",587,93672
93673,"9,-11,10,-12,12,-1,1",587,93673
93674,"-1,12,10,-12,12,-7,-9",587,93674
93675,"-1,13,10,-12,12,4,-9",587,93675
93676,"-1,12,10,-12,12,9,-14",587,93676
93677,"9,9,10,-12,12,9,1",587,93677
93678,"9,12,10,-12,12,9,5",587,93678
93679,"-1,-12,5,-9,13,1,-9",587,93679
93680,"-1,-9,5,-12,13,1,-9",587,93680
93681,"-1,1,5,-12,13,2,-9",587,93681
93682,"-1,8,5,-9,13,2,-9",587,93682
93683,"5,-12,5,-9,13,8,-9",587,93683
93684,"5,-9,5,-12,13,8,-9",587,93684
93685,"14,-12,5,-9,13,8,1",587,93685
93686,"14,-9,5,-12,13,8,1",587,93686
93687,"9,-3,5,-12,13,8,1",587,93687
93688,"9,-2,5,-9,13,8,1",587,93688
93689,"-1,1,5,-12,13,12,-14",587,93689
93690,"-1,8,5,-9,13,12,-14",587,93690
93691,"9,-1,5,-9,13,12,1",587,93691
93692,"9,4,5,-12,13,12,1",587,93692
93693,"9,1,5,-12,13,12,5",587,93693
93694,"9,8,5,-9,13,12,5",587,93694
93695,"5,-9,-10,-24,-12,-1,-9",587,93695
93696,"14,-9,-10,-24,-12,-1,1",587,93696
93697,"9,-3,-10,-24,-12,-1,1",587,93697
93698,"-1,1,-10,-24,-12,3,-9",587,93698
93699,"-1,-9,-10,-24,-12,4,-9",587,93699
93700,"-1,1,-10,-24,-12,9,-14",587,93700
93701,"9,4,-10,-24,-12,9,1",587,93701
93702,"9,1,-10,-24,-12,9,5",587,93702
93703,"5,-9,5,-24,-9,-12,-9",587,93703
93704,"14,-9,5,-24,-9,-12,1",587,93704
93705,"9,-3,5,-24,-9,-12,1",587,93705
93706,"-1,-9,5,-24,-9,-9,-9",587,93706
93707,"-1,1,5,-24,-9,11,-9",587,93707
93708,"-1,1,5,-24,-9,13,-14",587,93708
93709,"9,4,5,-24,-9,13,1",587,93709
93710,"9,1,5,-24,-9,13,5",587,93710
93711,"5,13,7,-24,2,-1,-9",587,93711
93712,"14,13,7,-24,2,-1,1",587,93712
93713,"9,-11,7,-24,2,-1,1",587,93713
93714,"-1,12,7,-24,2,3,-9",587,93714
93715,"-1,13,7,-24,2,4,-9",587,93715
93716,"-1,12,7,-24,2,9,-14",587,93716
93717,"9,9,7,-24,2,9,1",587,93717
93718,"9,12,7,-24,2,9,5",587,93718
93719,"5,-9,-9,-24,5,-12,-9",587,93719
93720,"14,-9,-9,-24,5,-12,1",587,93720
93721,"9,-3,-9,-24,5,-12,1",587,93721
93722,"-1,-9,-9,-24,5,-9,-9",587,93722
93723,"-1,1,-9,-24,5,11,-9",587,93723
93724,"-1,1,-9,-24,5,13,-14",587,93724
93725,"9,4,-9,-24,5,13,1",587,93725
93726,"9,1,-9,-24,5,13,5",587,93726
93727,"5,11,5,-24,8,-1,-9",587,93727
93728,"14,11,5,-24,8,-1,1",587,93728
93729,"9,6,5,-24,8,-1,1",587,93729
93730,"-1,2,5,-24,8,3,-9",587,93730
93731,"-1,11,5,-24,8,4,-9",587,93731
93732,"-1,2,5,-24,8,9,-14",587,93732
93733,"9,3,5,-24,8,9,1",587,93733
93734,"9,2,5,-24,8,9,5",587,93734
93735,"5,-9,5,-24,13,-1,-9",587,93735
93736,"14,-9,5,-24,13,-1,1",587,93736
93737,"9,-3,5,-24,13,-1,1",587,93737
93738,"-1,1,5,-24,13,3,-9",587,93738
93739,"-1,-9,5,-24,13,4,-9",587,93739
93740,"-1,1,5,-24,13,9,-14",587,93740
93741,"9,4,5,-24,13,9,1",587,93741
93742,"9,1,5,-24,13,9,5",587,93742
93743,"5,-12,5,-22,13,-1,-9",587,93743
93744,"14,-12,5,-22,13,-1,1",587,93744
93745,"9,-2,5,-22,13,-1,1",587,93745
93746,"-1,8,5,-22,13,3,-9",587,93746
93747,"-1,-12,5,-22,13,4,-9",587,93747
93748,"-1,8,5,-22,13,9,-14",587,93748
93749,"9,-1,5,-22,13,9,1",587,93749
93750,"9,8,5,-22,13,9,5",587,93750
93751,"-1,13,7,-17,8,-15,-9",587,93751
93752,"5,13,5,-17,8,-1,-9",587,93752
93753,"14,13,5,-17,8,-1,1",587,93753
93754,"9,-11,5,-17,8,-1,1",587,93754
93755,"-1,12,5,-17,8,3,-9",587,93755
93756,"-1,12,10,-17,12,-7,-9",587,93756
93757,"-1,13,5,-17,8,4,-9",587,93757
93758,"-1,12,5,-17,8,9,-14",587,93758
93759,"9,9,5,-17,8,9,1",587,93759
93760,"9,12,5,-17,8,9,5",587,93760
93761,"5,-12,-7,17,-9,-12,-9",587,93761
93762,"14,-12,-7,17,-9,-12,1",587,93762
93763,"9,-2,-7,17,-9,-12,1",587,93763
93764,"-1,-12,-7,17,-9,-9,-9",587,93764
93765,"-1,-12,5,17,-9,1,-9",587,93765
93766,"5,-12,5,17,-9,8,-9",587,93766
93767,"14,-12,5,17,-9,8,1",587,93767
93768,"9,-2,5,17,-9,8,1",587,93768
93769,"-1,8,5,17,-9,2,-9",587,93769
93770,"-1,8,5,17,-9,12,-14",587,93770
93771,"9,-1,5,17,-9,12,1",587,93771
93772,"9,8,5,17,-9,12,5",587,93772
93773,"5,-9,-9,21,-10,8,-9",587,93773
93774,"14,-9,-9,21,-10,8,1",587,93774
93775,"9,-3,-9,21,-10,8,1",587,93775
93776,"-1,-9,-9,21,-10,1,-9",587,93776
93777,"-1,1,-9,21,-10,2,-9",587,93777
93778,"-1,1,-9,21,-10,12,-14",587,93778
93779,"9,4,-9,21,-10,12,1",587,93779
93780,"9,1,-9,21,-10,12,5",587,93780
93781,"5,-9,-10,21,-9,8,-9",587,93781
93782,"14,-9,-10,21,-9,8,1",587,93782
93783,"9,-3,-10,21,-9,8,1",587,93783
93784,"-1,-9,-10,21,-9,1,-9",587,93784
93785,"-1,1,-10,21,-9,2,-9",587,93785
93786,"-1,1,-10,21,-9,12,-14",587,93786
93787,"9,4,-10,21,-9,12,1",587,93787
93788,"9,1,-10,21,-9,12,5",587,93788
93789,"5,-12,-7,23,-12,-1,-9",587,93789
93790,"14,-12,-7,23,-12,-1,1",587,93790
93791,"9,-2,-7,23,-12,-1,1",587,93791
93792,"-1,8,-7,23,-12,3,-9",587,93792
93793,"-1,-12,-7,23,-12,4,-9",587,93793
93794,"-1,8,-7,23,-12,9,-14",587,93794
93795,"9,-1,-7,23,-12,9,1",587,93795
93796,"9,8,-7,23,-12,9,5",587,93796
93797,"-1,-12,-7,23,-9,1,-9",587,93797
93798,"5,-12,-7,23,-9,8,-9",587,93798
93799,"14,-12,-7,23,-9,8,1",587,93799
93800,"9,-2,-7,23,-9,8,1",587,93800
93801,"-1,8,-7,23,-9,2,-9",587,93801
93802,"-1,8,-7,23,-9,12,-14",587,93802
93803,"9,-1,-7,23,-9,12,1",587,93803
93804,"9,8,-7,23,-9,12,5",587,93804
93805,"-1,-12,5,24,-3,1,-9",587,93805
93806,"5,-12,5,24,-3,8,-9",587,93806
93807,"14,-12,5,24,-3,8,1",587,93807
93808,"9,-2,5,24,-3,8,1",587,93808
93809,"-1,8,5,24,-3,2,-9",587,93809
93810,"-1,8,5,24,-3,12,-14",587,93810
93811,"9,-1,5,24,-3,12,1",587,93811
93812,"9,8,5,24,-3,12,5",587,93812
93813,"-1,8,1,24,10,-11,-14",587,93813
93814,"9,-1,1,24,10,-11,1",587,93814
93815,"9,8,1,24,10,-11,5",587,93815
93816,"-1,-12,1,24,10,-3,-9",587,93816
93817,"5,-12,1,24,10,-2,-9",587,93817
93818,"14,-12,1,24,10,-2,1",587,93818
93819,"9,-2,1,24,10,-2,1",587,93819
93820,"-1,8,1,24,10,6,-9",587,93820
93821,"5,-12,-7,25,-2,-1,-9",587,93821
93822,"14,-12,-7,25,-2,-1,1",587,93822
93823,"9,-2,-7,25,-2,-1,1",587,93823
93824,"-1,8,-7,25,-2,3,-9",587,93824
93825,"-1,-12,-7,25,-2,4,-9",587,93825
93826,"-1,8,-7,25,-2,9,-14",587,93826
93827,"9,-1,-7,25,-2,9,1",587,93827
93828,"9,8,-7,25,-2,9,5",587,93828
93829,"5,-12,-7,25,7,-12,-9",587,93829
93830,"14,-12,-7,25,7,-12,1",587,93830
93831,"9,-2,-7,25,7,-12,1",587,93831
93832,"-1,-12,-7,25,7,-9,-9",587,93832
93833,"-1,8,-7,25,7,11,-9",587,93833
93834,"-1,8,-7,25,7,13,-14",587,93834
93835,"9,-1,-7,25,7,13,1",587,93835
93836,"9,8,-7,25,7,13,5",587,93836
93837,"5,-12,-7,11,-24,-1,-9",587,93837
93838,"5,-12,2,-10,-24,-1,-9",587,93838
93839,"5,-9,-10,-12,-24,-1,-9",587,93839
93840,"14,-12,-7,11,-24,-1,1",587,93840
93841,"14,-12,2,-10,-24,-1,1",587,93841
93842,"14,-9,-10,-12,-24,-1,1",587,93842
93843,"9,-3,-10,-12,-24,-1,1",587,93843
93844,"9,-2,-7,11,-24,-1,1",587,93844
93845,"9,-2,2,-10,-24,-1,1",587,93845
93846,"-1,1,-10,-12,-24,3,-9",587,93846
93847,"-1,8,-7,11,-24,3,-9",587,93847
93848,"-1,8,2,-10,-24,3,-9",587,93848
93849,"-1,-12,-7,11,-24,4,-9",587,93849
93850,"-1,-12,2,-10,-24,4,-9",587,93850
93851,"-1,-9,-10,-12,-24,4,-9",587,93851
93852,"-1,1,-10,-12,-24,9,-14",587,93852
93853,"-1,8,-7,11,-24,9,-14",587,93853
93854,"-1,8,2,-10,-24,9,-14",587,93854
93855,"9,-1,-7,11,-24,9,1",587,93855
93856,"9,-1,2,-10,-24,9,1",587,93856
93857,"9,4,-10,-12,-24,9,1",587,93857
93858,"9,1,-10,-12,-24,9,5",587,93858
93859,"9,8,-7,11,-24,9,5",587,93859
93860,"9,8,2,-10,-24,9,5",587,93860
93861,"5,-12,-7,2,-22,-12,-9",587,93861
93862,"5,-9,5,-12,-22,-12,-9",587,93862
93863,"14,-12,-7,2,-22,-12,1",587,93863
93864,"14,-9,5,-12,-22,-12,1",587,93864
93865,"9,-3,5,-12,-22,-12,1",587,93865
93866,"9,-2,-7,2,-22,-12,1",587,93866
93867,"-1,-12,-7,2,-22,-9,-9",587,93867
93868,"-1,-9,5,-12,-22,-9,-9",587,93868
93869,"-1,-12,5,2,-22,1,-9",587,93869
93870,"-1,-9,-10,8,-22,1,-9",587,93870
93871,"-1,8,5,2,-22,2,-9",587,93871
93872,"5,-12,5,2,-22,8,-9",587,93872
93873,"5,-9,-10,8,-22,8,-9",587,93873
93874,"14,-12,5,2,-22,8,1",587,93874
93875,"14,-9,-10,8,-22,8,1",587,93875
93876,"9,-3,-10,8,-22,8,1",587,93876
93877,"9,-2,5,2,-22,8,1",587,93877
93878,"-1,1,-10,8,-22,2,-9",587,93878
93879,"-1,1,5,-12,-22,11,-9",587,93879
93880,"-1,1,-10,8,-22,12,-14",587,93880
93881,"-1,1,5,-12,-22,13,-14",587,93881
93882,"-1,8,5,2,-22,12,-14",587,93882
93883,"9,-1,5,2,-22,12,1",587,93883
93884,"9,4,-10,8,-22,12,1",587,93884
93885,"9,4,5,-12,-22,13,1",587,93885
93886,"9,1,-10,8,-22,12,5",587,93886
93887,"9,1,5,-12,-22,13,5",587,93887
93888,"9,8,5,2,-22,12,5",587,93888
93889,"5,-12,-7,12,-18,-12,-9",587,93889
93890,"14,-12,-7,12,-18,-12,1",587,93890
93891,"9,-2,-7,12,-18,-12,1",587,93891
93892,"-1,-12,-7,12,-18,-9,-9",587,93892
93893,"-1,-12,5,12,-18,1,-9",587,93893
93894,"5,-12,5,12,-18,8,-9",587,93894
93895,"14,-12,5,12,-18,8,1",587,93895
93896,"9,-2,5,12,-18,8,1",587,93896
93897,"-1,8,5,12,-18,2,-9",587,93897
93898,"-1,8,5,12,-18,12,-14",587,93898
93899,"9,-1,5,12,-18,12,1",587,93899
93900,"9,8,5,12,-18,12,5",587,93900
93901,"5,-12,-7,13,-17,-1,-9",587,93901
93902,"14,-12,-7,13,-17,-1,1",587,93902
93903,"9,-2,-7,13,-17,-1,1",587,93903
93904,"-1,8,-7,13,-17,3,-9",587,93904
93905,"-1,-12,-7,13,-17,4,-9",587,93905
93906,"-1,8,-7,13,-17,9,-14",587,93906
93907,"9,-1,-7,13,-17,9,1",587,93907
93908,"9,8,-7,13,-17,9,5",587,93908
93909,"5,13,7,-12,17,-1,-9",587,93909
93910,"14,13,7,-12,17,-1,1",587,93910
93911,"9,-11,7,-12,17,-1,1",587,93911
93912,"-1,12,7,-12,17,3,-9",587,93912
93913,"-1,13,7,-12,17,4,-9",587,93913
93914,"-1,12,7,-12,17,9,-14",587,93914
